campaign_id,channel,campaign_type,spend,impressions,clicks,leads_generated,conversions,CAC,ROI,campaign_date
CAM-00825,LinkedIn,Brand Awareness,14417.21,539940,2728,94,5,3436.39,696.5,2023-05-23
CAM-00826,Events,Re-engagement,48780.57,3194717,982467,59116,3005,19.26,434527.6,2025-10-17
CAM-00827,Partner,Lead Gen,6962.71,358576,25943,2417,383,15.74,163757.6,2024-05-04
CAM-00828,Content/SEO,Brand Awareness,3154.59,179322,8186,231,36,111.89,73989.1,2024-06-04
CAM-00829,Content/SEO,Upsell,3139.85,228365,17931,577,36,85.59,87361.7,2022-09-12
CAM-00830,Content/SEO,Account-Based,5364.5,92133,6243,181,9,549.9,3290.2,2024-06-04
CAM-00831,Cold Outbound,Nurture,3305.14,250053,2457,36,2,1428.53,4146.1,2025-05-22
CAM-00832,Content/SEO,Product Launch,3611.74,199752,10581,367,42,78.93,58999.5,2022-11-15
CAM-00833,LinkedIn,Nurture,9826.55,779561,4528,104,17,651.36,8857.9,2023-02-18
CAM-00834,Webinar,Lead Gen,6590.27,278382,25668,2842,351,24.38,184396.6,2025-10-11
CAM-00835,Cold Outbound,Account-Based,8409.04,94674,902,20,3,2509.97,949.4,2022-10-11
CAM-00836,Content/SEO,Brand Awareness,1200.37,49509,2105,57,9,143.8,34024.6,2025-01-13
CAM-00837,Events,Upsell,75242.19,1719758,398984,38515,4274,19.19,373230.9,2023-02-11
CAM-00838,Webinar,Brand Awareness,7409.26,238795,27443,1773,136,58.25,108835.7,2025-11-24
CAM-00839,Events,Product Launch,37749.82,2846579,446751,42395,5144,7.99,686043.6,2023-08-02
CAM-00840,Cold Outbound,Account-Based,1529.87,72700,1633,31,6,276.98,21503.9,2024-08-16
CAM-00841,Content/SEO,Upsell,1699.76,35754,3024,86,13,161.68,36882.2,2022-11-03
CAM-00842,LinkedIn,Brand Awareness,6115.1,214845,2310,58,8,938.4,8325.5,2024-08-08
CAM-00843,Partner,Upsell,13602.62,995528,71531,5160,281,52.29,32733.0,2022-09-24
CAM-00844,Content/SEO,Upsell,3262.52,245310,21144,635,100,32.59,131034.1,2025-05-29
CAM-00845,Content/SEO,Brand Awareness,1792.71,52279,4371,136,18,93.88,24710.3,2024-02-20
CAM-00846,Webinar,Product Launch,2097.51,31619,2759,220,33,70.93,118647.1,2025-07-09
CAM-00847,Events,Re-engagement,27343.58,338847,103804,8992,1305,18.19,104471.9,2025-05-24
CAM-00848,Webinar,Account-Based,2161.96,81568,6240,382,37,48.15,133961.4,2024-04-15
CAM-00849,Webinar,Product Launch,4566.16,316267,47530,3154,337,12.08,334376.6,2024-04-04
CAM-00850,Content/SEO,Upsell,4730.72,65845,2840,102,17,348.84,15766.9,2024-10-31
CAM-00851,Email,Upsell,3777.55,198447,5774,276,37,86.21,18345.4,2025-07-23
CAM-00852,Cold Outbound,Lead Gen,8720.52,540875,10050,204,21,428.95,15797.4,2025-10-25
CAM-00853,Email,Nurture,2233.91,38762,1281,40,7,303.06,16172.8,2023-10-25
CAM-00854,LinkedIn,Account-Based,7788.36,459029,2942,79,8,1179.51,7343.5,2023-01-15
CAM-00855,Retargeting,Lead Gen,11335.89,732259,43746,1997,359,33.31,85373.3,2022-06-14
CAM-00856,Webinar,Re-engagement,7417.6,175261,19285,1239,108,66.16,78338.3,2024-03-21
CAM-00857,Google Ads,Re-engagement,26470.22,1514282,54071,2579,232,127.58,36460.2,2025-09-25
CAM-00858,LinkedIn,Brand Awareness,22706.16,1779402,16886,475,88,264.5,6838.4,2024-09-10
CAM-00859,Cold Outbound,Nurture,1365.68,100021,1718,26,1,1682.42,5543.1,2023-04-03
CAM-00860,Events,Re-engagement,40810.64,3130571,956594,77280,5117,8.91,796473.4,2023-02-18
CAM-00861,Email,Re-engagement,2703.94,40219,626,22,3,1091.75,7049.2,2025-07-05
CAM-00862,Email,Lead Gen,3087.91,214895,4016,168,20,151.64,43655.6,2022-08-10
CAM-00863,LinkedIn,Lead Gen,6278.41,458268,5419,126,10,654.52,7939.9,2023-03-26
CAM-00864,Email,Nurture,4683.18,118384,3297,114,8,502.99,4993.5,2024-02-08
CAM-00865,Retargeting,Nurture,6047.25,465484,32687,2102,324,15.1,314453.6,2024-08-05
CAM-00866,Cold Outbound,Re-engagement,4555.73,77189,1651,28,5,1008.06,6419.0,2022-08-06
CAM-00867,Content/SEO,Re-engagement,1655.43,80131,6488,150,17,93.9,19508.5,2025-01-29
CAM-00868,Content/SEO,Upsell,4880.08,264911,18988,776,55,91.33,80459.8,2024-03-09
CAM-00869,LinkedIn,Nurture,24640.34,875756,6004,161,13,1988.04,3939.7,2025-07-04
CAM-00870,Events,Brand Awareness,66265.55,1709329,495801,38114,7507,8.29,556452.6,2024-02-23
CAM-00871,Partner,Re-engagement,3157.58,121207,9804,1112,153,20.03,189687.7,2022-05-13
CAM-00872,Google Ads,Re-engagement,38447.88,2122088,80788,4989,898,40.51,137073.0,2023-06-25
CAM-00873,Email,Product Launch,3406.46,88413,1364,42,7,593.88,6568.0,2022-08-27
CAM-00874,Partner,Account-Based,4483.21,335058,22098,2292,170,21.14,139331.2,2022-12-09
CAM-00875,Google Ads,Product Launch,7153.26,98060,2359,149,28,284.41,12049.0,2025-05-29
CAM-00876,Webinar,Re-engagement,7481.93,560004,59772,5856,736,11.66,714175.1,2023-01-13
CAM-00877,Webinar,Brand Awareness,1058.89,64082,5579,469,54,19.76,198775.6,2023-04-11
CAM-00878,Retargeting,Nurture,5614.46,256634,11130,834,71,75.57,64661.5,2025-05-29
CAM-00879,Webinar,Product Launch,3584.66,278467,44890,4561,249,12.99,266672.7,2024-10-28
CAM-00880,Email,Product Launch,2327.69,105400,2234,71,10,189.26,26242.3,2024-02-23
CAM-00881,Webinar,Lead Gen,4604.41,163633,27408,2054,195,23.72,288721.6,2023-10-03
CAM-00882,Cold Outbound,Product Launch,3398.26,58623,1022,23,3,1248.12,3404.4,2022-09-16
CAM-00883,Retargeting,Re-engagement,2925.57,218422,11160,563,33,99.99,35087.8,2023-12-30
CAM-00884,Google Ads,Brand Awareness,31395.96,1206104,55328,3585,239,140.42,60376.4,2025-03-24
CAM-00885,Retargeting,Nurture,13656.46,671827,37034,2782,267,57.69,91839.8,2023-04-19
CAM-00886,Partner,Re-engagement,11550.95,784693,65993,5625,688,13.7,316086.2,2023-05-12
CAM-00887,Webinar,Upsell,5575.94,355259,64566,4304,793,6.13,427310.3,2022-10-11
CAM-00888,Content/SEO,Upsell,999.47,68321,5196,195,27,31.0,128223.9,2024-03-10
CAM-00889,Retargeting,Re-engagement,10172.31,218014,14429,1008,169,67.15,98386.6,2024-08-30
CAM-00890,Webinar,Lead Gen,4672.37,284424,30773,2232,256,23.08,375308.2,2024-02-10
CAM-00891,LinkedIn,Product Launch,10424.04,211405,2115,42,5,2617.14,2234.3,2022-07-21
CAM-00892,Partner,Account-Based,11380.22,874701,56705,5226,806,11.37,447470.2,2023-03-02
CAM-00893,Google Ads,Product Launch,28606.55,1739757,97133,4973,710,36.74,137700.7,2023-09-22
CAM-00894,Retargeting,Nurture,12336.64,921641,54583,4332,569,24.34,337485.7,2025-02-14
CAM-00895,Webinar,Lead Gen,3966.45,258735,47108,4964,627,5.25,1033088.4,2025-04-13
CAM-00896,Cold Outbound,Re-engagement,5985.49,328858,7838,109,18,404.58,8022.6,2025-12-31
CAM-00897,Partner,Account-Based,6471.67,330670,27355,2941,310,22.88,121025.9,2022-11-13
CAM-00898,Events,Account-Based,47683.58,3552744,1026553,68944,11143,4.23,1024081.9,2022-03-25
CAM-00899,Retargeting,Re-engagement,8338.36,653748,45645,2137,113,61.41,47532.8,2024-10-24
CAM-00900,LinkedIn,Nurture,17301.02,500905,4035,129,12,1478.52,1322.4,2025-01-25
CAM-00901,Events,Lead Gen,18663.56,205780,50665,2921,417,50.73,157834.6,2023-05-30
CAM-00902,Cold Outbound,Upsell,3836.1,120538,2092,32,2,2169.14,3700.9,2022-10-18
CAM-00903,Content/SEO,Re-engagement,2835.59,151298,6367,213,13,268.8,18423.4,2025-06-18
CAM-00904,Email,Brand Awareness,4968.62,74609,2231,124,11,499.53,11727.6,2025-09-16
CAM-00905,Webinar,Product Launch,6846.3,221180,23556,1887,229,31.47,88087.8,2023-06-27
CAM-00906,Webinar,Upsell,1983.49,36154,5777,573,88,24.87,148607.0,2022-03-16
CAM-00907,Email,Nurture,1755.34,45446,919,34,2,1036.3,5027.2,2024-08-15
CAM-00908,Google Ads,Account-Based,7894.13,342524,9242,670,66,147.03,42094.2,2023-11-06
CAM-00909,Partner,Account-Based,14707.32,932365,36888,3646,630,19.52,146132.4,2024-01-05
CAM-00910,Cold Outbound,Nurture,8061.85,331348,7463,152,26,336.92,10693.9,2024-06-04
CAM-00911,Content/SEO,Re-engagement,4397.1,279729,18286,680,125,37.88,154200.4,2023-08-10
CAM-00912,Email,Upsell,4956.33,367542,9128,383,69,61.37,83277.5,2025-08-06
CAM-00913,LinkedIn,Product Launch,17144.0,940482,6324,162,13,1073.18,3413.3,2025-08-16
CAM-00914,Email,Brand Awareness,3107.2,199723,7835,253,19,183.88,23616.4,2024-07-06
CAM-00915,Content/SEO,Upsell,5517.42,372620,19131,489,77,76.95,76496.2,2025-12-18
CAM-00916,Partner,Lead Gen,10634.72,412027,31074,2453,180,57.9,28562.1,2022-06-06
CAM-00917,LinkedIn,Product Launch,8132.0,494854,2892,81,12,817.3,4647.9,2023-12-22
CAM-00918,Events,Product Launch,73364.0,5210679,1029640,89830,9651,7.69,901137.8,2022-01-14
CAM-00919,Webinar,Nurture,5262.97,168465,31041,2176,154,43.49,184852.1,2025-02-01
CAM-00920,Events,Re-engagement,66349.82,2714245,846341,76735,11764,5.4,321356.4,2023-06-04
CAM-00921,Cold Outbound,Upsell,4403.05,192094,3479,63,7,637.68,7765.3,2024-05-30
CAM-00922,Google Ads,Nurture,11191.12,821567,24419,1555,230,61.86,156951.4,2023-11-14
CAM-00923,Partner,Brand Awareness,4591.28,135778,10095,744,69,72.77,50681.0,2024-12-17
CAM-00924,Google Ads,Re-engagement,27819.0,1135771,24166,1311,245,133.03,43109.8,2023-12-16
CAM-00925,LinkedIn,Upsell,16182.54,915593,4658,160,25,665.74,3631.1,2023-04-23
CAM-00926,Webinar,Brand Awareness,3496.52,123574,11549,945,85,35.19,100569.8,2023-09-06
CAM-00927,Events,Lead Gen,39650.71,2340653,304733,23350,2601,13.58,356626.8,2024-05-21
CAM-00928,Email,Product Launch,3244.42,147859,3316,138,17,218.79,21217.3,2022-10-19
CAM-00929,Google Ads,Product Launch,10130.84,645902,15873,848,80,127.08,35334.9,2022-03-24
CAM-00930,Retargeting,Brand Awareness,15703.98,860074,61785,3740,272,60.65,114306.7,2022-07-19
CAM-00931,Webinar,Brand Awareness,2975.5,85943,15721,1457,119,23.2,101013.6,2025-12-30
CAM-00932,LinkedIn,Lead Gen,10233.79,761009,8720,288,39,235.72,23349.4,2025-01-09
CAM-00933,Events,Lead Gen,67448.92,4088801,850343,56657,3759,17.82,357679.4,2022-02-07
CAM-00934,Email,Brand Awareness,2853.18,114248,4043,199,12,239.34,21280.9,2025-06-20
CAM-00935,Cold Outbound,Product Launch,7187.51,453025,7334,176,12,568.61,10483.2,2023-02-07
CAM-00936,Webinar,Lead Gen,5648.97,371935,31304,3505,540,9.37,281558.3,2024-07-13
CAM-00937,Google Ads,Re-engagement,29703.17,574717,30752,1516,165,186.74,35974.5,2025-01-02
CAM-00938,Webinar,Lead Gen,2842.82,140066,14907,1154,192,14.15,438687.6,2022-11-16
CAM-00939,Content/SEO,Brand Awareness,819.84,14167,808,30,5,165.09,37314.4,2025-12-09
CAM-00940,Google Ads,Upsell,10892.64,743330,38763,1541,275,32.45,84754.6,2023-01-09
CAM-00941,Google Ads,Product Launch,22094.34,395059,19854,908,102,226.36,26132.6,2022-06-17
CAM-00942,Webinar,Nurture,4591.58,171360,32480,2284,177,29.89,282752.3,2024-12-14
CAM-00943,LinkedIn,Nurture,12149.54,208074,1973,63,9,1450.3,2164.2,2024-06-25
CAM-00944,Google Ads,Re-engagement,8648.5,378603,14218,882,145,59.81,130151.6,2024-01-20
CAM-00945,Partner,Account-Based,12931.28,184812,11048,739,79,197.89,35419.0,2024-01-28
CAM-00946,Cold Outbound,Re-engagement,2332.57,75785,758,15,2,1282.32,6024.9,2025-07-31
CAM-00947,Retargeting,Nurture,9178.9,263725,14833,871,52,174.38,30402.0,2025-09-30
CAM-00948,Partner,Product Launch,4439.05,161743,11525,987,95,57.36,112344.5,2023-01-17
CAM-00949,Partner,Upsell,8722.72,669682,36820,3040,503,18.26,318037.3,2022-06-03
CAM-00950,Cold Outbound,Account-Based,9458.79,203097,3931,56,4,2390.54,1345.3,2023-09-29
CAM-00951,LinkedIn,Brand Awareness,11045.49,628021,3690,127,15,825.94,4788.6,2025-07-04
CAM-00952,Email,Product Launch,2707.86,76988,1667,59,9,303.28,23376.0,2023-03-29
CAM-00953,LinkedIn,Lead Gen,23942.43,1141749,6413,133,20,1410.25,4524.7,2022-05-02
CAM-00954,Partner,Upsell,13196.59,582862,22664,2165,389,28.83,44373.0,2024-07-22
CAM-00955,Email,Lead Gen,2333.02,157952,4642,131,24,124.98,21163.7,2023-04-27
CAM-00956,Events,Product Launch,19808.74,607736,84183,5244,905,22.56,276139.9,2025-11-12
CAM-00957,Content/SEO,Brand Awareness,1618.26,19347,921,23,2,987.21,6509.3,2022-02-01
CAM-00958,LinkedIn,Product Launch,22767.85,1040628,8548,215,42,514.05,12613.9,2022-04-08
CAM-00959,Partner,Account-Based,10593.0,439178,27711,3097,462,23.88,291430.4,2023-10-20
CAM-00960,Events,Lead Gen,62754.5,3497971,639198,57017,9983,5.26,489551.2,2024-11-01
CAM-00961,Email,Upsell,2264.1,94425,1932,89,5,469.06,12085.9,2024-04-11
CAM-00962,Content/SEO,Product Launch,3113.93,137409,10815,305,15,242.68,19860.2,2023-09-26
CAM-00963,Events,Brand Awareness,58417.68,663231,146915,7841,896,73.48,47306.9,2022-07-31
CAM-00964,Webinar,Lead Gen,2785.54,38605,5472,367,43,71.02,49449.1,2023-04-05
CAM-00965,Retargeting,Upsell,5699.56,220401,13773,860,75,66.94,96624.7,2023-11-25
CAM-00966,Content/SEO,Lead Gen,2244.55,171800,12682,363,33,85.38,79916.1,2022-04-14
CAM-00967,Content/SEO,Product Launch,4711.02,65066,3429,135,9,500.94,4691.4,2025-10-31
CAM-00968,LinkedIn,Product Launch,16893.05,231390,1788,56,5,3651.99,1379.5,2022-11-18
CAM-00969,Webinar,Account-Based,4697.23,169240,23433,2031,175,30.88,188591.8,2023-11-15
CAM-00970,Google Ads,Account-Based,25155.07,1620005,82444,3791,492,61.14,133908.9,2024-06-02
CAM-00971,Webinar,Product Launch,2605.1,181938,17161,1656,231,14.11,705653.8,2023-08-05
CAM-00972,LinkedIn,Re-engagement,7086.37,279546,2550,59,5,1812.44,1151.1,2022-10-16
CAM-00973,Retargeting,Nurture,3335.71,40334,2335,153,21,199.83,35282.9,2023-12-26
CAM-00974,Email,Account-Based,904.55,48484,1841,57,10,99.14,29850.9,2022-01-28
CAM-00975,Cold Outbound,Re-engagement,6861.13,153767,3177,77,8,1003.92,4129.6,2023-03-30
CAM-00976,Email,Nurture,4781.23,310226,8378,406,35,157.99,45616.2,2022-07-23
CAM-00977,Webinar,Nurture,2566.72,159317,22101,1292,150,22.0,320501.9,2023-11-13
CAM-00978,Email,Re-engagement,3626.96,220174,4262,157,23,193.19,45401.8,2024-11-05
CAM-00979,Webinar,Upsell,6506.14,312596,36555,3981,555,12.23,573824.2,2024-08-26
CAM-00980,Partner,Nurture,8138.67,272359,21017,2396,353,28.65,185176.9,2023-03-11
CAM-00981,LinkedIn,Upsell,20666.97,922628,8366,156,9,2193.67,1123.6,2022-04-26
CAM-00982,Google Ads,Lead Gen,18953.28,940862,45745,2828,402,45.28,50726.3,2025-02-24
CAM-00983,Partner,Product Launch,4336.51,210010,7860,920,76,64.24,98686.3,2022-01-03
CAM-00984,Webinar,Nurture,4753.59,205030,37980,3559,402,13.34,606350.8,2022-10-25
CAM-00985,Webinar,Upsell,4577.23,282982,50846,5025,480,7.72,373644.8,2024-08-05
CAM-00986,Webinar,Upsell,6177.2,447530,55662,3711,277,26.43,175643.1,2023-02-14
CAM-00987,Partner,Lead Gen,11653.58,352938,33796,4203,795,16.68,263437.7,2022-09-16
CAM-00988,LinkedIn,Re-engagement,14955.55,1057512,7318,218,34,421.46,6980.4,2024-07-28
CAM-00989,LinkedIn,Account-Based,15101.87,424006,3783,71,7,2163.14,611.8,2025-01-19
CAM-00990,Webinar,Re-engagement,4691.91,286346,48508,3601,325,16.89,118820.4,2024-02-26
CAM-00991,Webinar,Nurture,6818.62,92354,9849,729,76,75.93,17997.6,2024-02-03
CAM-00992,Content/SEO,Lead Gen,1253.84,72577,2506,78,12,96.87,52730.5,2024-12-10
CAM-00993,Events,Product Launch,29315.99,1668358,391262,31435,5132,5.05,1279161.2,2024-11-08
CAM-00994,Retargeting,Brand Awareness,8357.41,501667,33456,2438,263,31.98,189930.8,2022-11-17
CAM-00995,Cold Outbound,Brand Awareness,9918.19,687107,9287,193,21,467.82,12180.7,2024-04-23
CAM-00996,Google Ads,Lead Gen,34525.69,2642902,66522,2653,201,174.5,11812.5,2024-05-16
CAM-00997,Events,Lead Gen,34243.36,2199396,577098,48703,6154,5.67,1260066.2,2024-08-21
CAM-00998,Partner,Nurture,5635.95,57045,2834,230,12,381.6,4160.7,2022-03-12
CAM-00999,Webinar,Re-engagement,5843.27,132324,20371,2105,120,41.48,91800.0,2025-04-15
CAM-01000,Google Ads,Product Launch,8013.61,107051,3945,243,34,189.01,13721.2,2022-06-14
CAM-01001,Google Ads,Lead Gen,37941.86,1914022,61691,2852,328,148.51,34003.0,2023-09-20
CAM-01002,Retargeting,Re-engagement,2901.95,147221,6268,495,78,40.04,205213.1,2023-10-19
CAM-01003,LinkedIn,Brand Awareness,21410.08,538317,5318,185,25,937.99,4692.5,2022-06-08
CAM-01004,Retargeting,Brand Awareness,14318.64,174469,6837,466,76,242.31,8193.8,2024-04-09
CAM-01005,Retargeting,Product Launch,12811.71,216657,11444,566,86,121.83,32841.3,2023-05-07
CAM-01006,Content/SEO,Re-engagement,1300.95,80261,6660,172,8,189.84,12252.6,2024-04-08
CAM-01007,LinkedIn,Account-Based,6997.74,530656,3957,133,19,400.22,17938.9,2022-05-26
CAM-01008,Content/SEO,Brand Awareness,2003.89,50290,2396,65,9,234.01,12535.0,2024-03-04
CAM-01009,Partner,Upsell,4934.94,270099,15625,1322,138,41.88,186927.1,2024-10-07
CAM-01010,Email,Brand Awareness,3346.03,115186,2215,101,12,301.47,17399.3,2023-03-10
CAM-01011,Google Ads,Re-engagement,28507.86,596165,15848,839,106,230.27,13811.2,2022-02-15
CAM-01012,Google Ads,Re-engagement,31150.47,597811,29942,1656,267,99.64,40247.4,2024-06-28
CAM-01013,Retargeting,Lead Gen,6353.64,432019,12980,771,75,96.22,85925.1,2024-01-01
CAM-01014,Retargeting,Product Launch,13984.75,736043,25050,2247,338,40.18,114290.9,2024-09-02
CAM-01015,Email,Nurture,3873.31,94261,3373,111,10,328.87,13788.2,2023-09-16
CAM-01016,Cold Outbound,Re-engagement,9996.13,314394,3427,52,3,2805.27,515.8,2024-07-21
CAM-01017,Partner,Upsell,4308.69,175033,10422,842,45,102.26,23745.0,2025-09-08
CAM-01018,Email,Lead Gen,2327.61,64883,2271,115,21,105.18,60275.3,2022-08-27
CAM-01019,Content/SEO,Upsell,1960.12,96258,5264,194,30,57.16,57358.2,2025-01-06
CAM-01020,Events,Product Launch,65028.07,4584270,972383,93729,9673,7.21,1130701.7,2025-02-06
CAM-01021,Email,Product Launch,2204.67,72745,1560,54,6,357.47,6931.1,2022-09-17
CAM-01022,LinkedIn,Re-engagement,22908.67,450120,5369,120,11,2253.54,2088.4,2024-06-05
CAM-01023,Webinar,Product Launch,4211.16,74951,9745,851,50,77.63,26638.6,2022-09-29
CAM-01024,LinkedIn,Nurture,17133.66,330861,3882,99,7,2860.76,1980.3,2022-08-17
CAM-01025,Cold Outbound,Upsell,4880.22,203597,3570,87,14,433.19,18089.5,2024-08-01
CAM-01026,Google Ads,Re-engagement,15940.31,1247132,54715,3006,317,41.15,98254.0,2025-06-27
CAM-01027,Email,Product Launch,1229.83,47127,1226,62,6,244.46,37181.3,2022-11-29
CAM-01028,Events,Product Launch,43523.09,1743273,409250,39745,4777,11.28,545453.0,2024-04-03
CAM-01029,Retargeting,Brand Awareness,8594.81,307769,11543,783,126,88.52,63288.6,2022-12-14
CAM-01030,Content/SEO,Lead Gen,2376.44,175582,7318,200,11,273.83,24221.4,2023-01-24
CAM-01031,Content/SEO,Product Launch,4093.94,93474,4670,131,11,385.78,4128.0,2025-11-04
CAM-01032,Partner,Account-Based,12941.6,240063,9044,579,46,244.02,9986.4,2023-01-31
CAM-01033,Retargeting,Upsell,6652.81,494488,13583,1141,103,72.95,105499.2,2022-09-18
CAM-01034,Content/SEO,Re-engagement,3076.47,59924,2130,72,14,178.04,22253.3,2022-01-28
CAM-01035,Email,Brand Awareness,2443.5,130105,4543,197,37,69.93,79381.2,2025-05-25
CAM-01036,LinkedIn,Product Launch,18764.76,738885,8576,165,32,496.85,3694.6,2023-09-30
CAM-01037,Google Ads,Lead Gen,35214.06,1683003,93146,6524,809,39.07,44681.9,2025-12-18
CAM-01038,Events,Lead Gen,63595.15,4563327,1303379,118296,21710,3.18,1449545.2,2022-06-08
CAM-01039,Webinar,Lead Gen,1426.98,101410,12255,962,178,6.69,905676.8,2024-01-12
CAM-01040,Email,Nurture,2744.65,68179,1964,67,6,567.35,15372.8,2025-02-08
CAM-01041,LinkedIn,Product Launch,22287.25,866076,7025,228,15,1572.84,4004.7,2024-01-24
CAM-01042,Cold Outbound,Upsell,9758.04,546298,10737,143,20,535.08,5718.1,2024-06-20
CAM-01043,Webinar,Nurture,2797.63,116806,18680,1973,176,17.66,466575.6,2025-05-08
CAM-01044,Cold Outbound,Brand Awareness,6169.26,444857,5982,118,17,341.61,14173.8,2025-07-06
CAM-01045,Content/SEO,Account-Based,1804.79,130813,5583,225,43,50.11,162158.4,2022-12-31
CAM-01046,Partner,Product Launch,12026.43,379586,23140,2557,226,61.38,37164.1,2024-09-19
CAM-01047,Cold Outbound,Brand Awareness,1481.25,61835,710,13,0,1792.72,-100.0,2024-03-14
CAM-01048,LinkedIn,Brand Awareness,12702.87,885042,8507,166,21,782.41,4200.6,2025-03-26
CAM-01049,Partner,Account-Based,5745.19,181987,8109,803,128,47.44,117707.8,2022-10-08
CAM-01050,Events,Upsell,53761.69,1919092,493834,34767,5449,12.04,161632.3,2023-08-06
CAM-01051,Google Ads,Account-Based,13563.48,891586,21127,915,182,91.9,96705.7,2024-02-10
CAM-01052,Webinar,Re-engagement,6729.4,130874,20041,1737,286,22.67,112800.5,2024-03-08
CAM-01053,Retargeting,Upsell,8875.19,602809,30406,1617,118,91.27,48573.8,2025-12-08
CAM-01054,Email,Account-Based,3222.68,170738,5971,230,33,118.37,49653.0,2025-02-18
CAM-01055,LinkedIn,Brand Awareness,24068.19,1679303,14858,261,32,732.03,5588.3,2025-12-07
CAM-01056,Cold Outbound,Re-engagement,8951.12,363602,5207,86,10,1014.74,3387.7,2025-12-05
CAM-01057,Webinar,Product Launch,4468.26,249763,44542,4190,316,16.07,390310.9,2025-01-12
CAM-01058,Google Ads,Re-engagement,35637.86,2258340,106386,5033,531,61.55,79238.4,2024-08-27
CAM-01059,Content/SEO,Account-Based,5334.38,341916,24492,749,44,102.5,48917.4,2023-12-11
CAM-01060,Partner,Product Launch,5345.42,212391,11151,716,54,120.44,45454.6,2023-03-24
CAM-01061,Content/SEO,Re-engagement,1260.12,77456,6234,135,25,60.11,61390.6,2025-06-07
CAM-01062,Retargeting,Upsell,5762.65,391413,15069,1227,131,47.57,73361.9,2022-12-08
CAM-01063,Google Ads,Brand Awareness,8108.26,114037,4716,267,26,289.67,7801.1,2024-09-24
CAM-01064,LinkedIn,Upsell,4026.41,229890,2721,80,11,363.95,17813.8,2022-12-22
CAM-01065,Retargeting,Brand Awareness,3810.22,112918,4537,278,48,76.23,76188.6,2022-12-17
CAM-01066,Events,Product Launch,58795.23,3915512,1091195,101518,6395,8.73,402904.8,2024-10-26
CAM-01067,Cold Outbound,Account-Based,3027.89,210533,4973,92,11,277.0,16031.1,2024-06-29
CAM-01068,Retargeting,Brand Awareness,4337.93,247663,16805,1343,80,62.64,118870.4,2023-03-10
CAM-01069,Google Ads,Brand Awareness,16047.52,757054,30158,1463,250,61.31,69355.5,2024-09-11
CAM-01070,Retargeting,Re-engagement,7559.77,375017,24966,1667,159,40.87,37315.7,2023-06-29
CAM-01071,Google Ads,Brand Awareness,10897.16,334914,13018,983,119,92.24,18574.8,2025-05-16
CAM-01072,Email,Re-engagement,2004.87,21883,724,28,3,683.52,7311.6,2024-01-31
CAM-01073,Partner,Re-engagement,4290.46,72269,6357,574,55,74.78,83044.7,2025-08-05
CAM-01074,Cold Outbound,Re-engagement,2129.65,87810,1799,30,4,666.47,5676.1,2024-07-06
CAM-01075,LinkedIn,Re-engagement,10210.71,288450,2353,43,2,4506.6,341.3,2025-07-05
CAM-01076,LinkedIn,Account-Based,21143.29,1008463,5837,201,36,690.52,10733.2,2025-09-12
CAM-01077,LinkedIn,Account-Based,15360.82,568182,3385,74,10,1854.71,3087.6,2024-06-19
CAM-01078,Email,Product Launch,2395.74,160070,2819,92,17,116.62,33381.4,2023-11-25
CAM-01079,LinkedIn,Product Launch,11087.27,139631,1289,24,2,6620.29,600.9,2025-07-11
CAM-01080,Events,Nurture,79619.14,2787646,556319,45839,8390,9.46,447957.6,2022-10-24
CAM-01081,Email,Lead Gen,4158.22,216015,3942,164,11,435.14,6289.8,2025-06-17
CAM-01082,Content/SEO,Lead Gen,3840.7,174817,12877,319,63,69.92,86420.3,2024-01-15
CAM-01083,LinkedIn,Nurture,10714.61,533911,4753,94,18,567.42,10435.7,2024-12-30
CAM-01084,Google Ads,Account-Based,21420.5,1443043,41157,2280,137,145.74,32109.7,2025-03-16
CAM-01085,Webinar,Upsell,1391.38,71153,6417,545,75,17.7,150258.4,2022-02-28
CAM-01086,Cold Outbound,Product Launch,5103.03,219190,2575,39,5,1321.65,2607.2,2025-04-03
CAM-01087,Events,Account-Based,25756.22,304647,70403,4410,747,30.11,132022.0,2025-09-09
CAM-01088,Content/SEO,Nurture,3433.38,247406,14980,325,20,163.22,35945.0,2022-09-27
CAM-01089,Webinar,Nurture,1061.66,31507,4047,238,44,27.54,120192.3,2025-10-18
CAM-01090,Content/SEO,Re-engagement,1729.63,58799,4142,99,12,179.94,27597.2,2025-06-03
CAM-01091,Content/SEO,Nurture,4017.43,95528,3541,135,16,325.4,14694.8,2022-06-26
CAM-01092,Webinar,Brand Awareness,2296.1,178989,21384,2203,141,19.46,314374.1,2022-05-17
CAM-01093,Content/SEO,Lead Gen,4152.29,82024,4745,163,26,176.86,45393.7,2023-05-04
CAM-01094,Google Ads,Account-Based,10358.84,540560,18319,804,64,152.76,37485.8,2022-07-22
CAM-01095,Partner,Re-engagement,7415.07,408405,25420,1669,233,26.66,145628.7,2022-03-31
CAM-01096,Cold Outbound,Product Launch,3134.87,226372,2279,46,6,558.11,5538.2,2022-09-28
CAM-01097,LinkedIn,Account-Based,4242.15,239731,2179,59,7,494.92,6986.2,2022-03-22
CAM-01098,Google Ads,Brand Awareness,38766.75,885834,27206,1100,78,455.73,14155.4,2025-02-18
CAM-01099,LinkedIn,Upsell,8193.9,243400,2616,81,10,696.8,4625.0,2023-05-01
CAM-01100,Email,Re-engagement,1108.38,76748,1383,73,4,353.83,18360.8,2025-07-21
