ticket_id,customer_id,issue_type,priority,created_date,resolution_time_hours,SLA_breach_flag,CSAT_score,escalation_flag
TKT-044222,CUS-06968,Performance,High,2022-10-04,13.2,1,4.0,1
TKT-044223,CUS-00641,Performance,High,2022-10-03,9.9,1,2.8,0
TKT-044224,CUS-06208,Feature Request,Critical,2023-02-06,6.8,1,3.0,0
TKT-044225,CUS-06291,Account Access,Medium,2025-01-21,48.7,1,2.9,0
TKT-044226,CUS-08025,Account Access,Medium,2023-11-05,21.6,0,3.2,0
TKT-044227,CUS-07391,Feature Request,Low,2022-02-22,81.6,1,2.6,0
TKT-044228,CUS-07071,Technical Bug,Medium,2024-07-03,20.1,0,4.6,0
TKT-044229,CUS-09696,Technical Bug,Medium,2025-07-15,18.9,0,4.2,0
TKT-044230,CUS-05484,Onboarding,Medium,2025-05-03,10.3,0,4.9,0
TKT-044231,CUS-01580,Account Access,Low,2024-01-14,91.8,1,2.1,0
TKT-044232,CUS-03915,Performance,High,2023-10-19,7.3,0,5.0,0
TKT-044233,CUS-01207,Integration Issue,Critical,2022-01-15,5.6,1,1.5,0
TKT-044234,CUS-08708,Onboarding,Medium,2025-01-15,31.3,1,3.2,1
TKT-044235,CUS-09692,Billing,High,2022-07-26,10.9,1,4.4,0
TKT-044236,CUS-09645,Performance,Medium,2022-03-06,13.3,0,4.2,0
TKT-044237,CUS-05607,Account Access,Low,2024-06-06,109.3,1,1.6,1
TKT-044238,CUS-01411,Integration Issue,Low,2022-09-25,69.3,0,5.0,0
TKT-044239,CUS-03938,Technical Bug,Medium,2025-01-26,61.0,1,1.7,1
TKT-044240,CUS-08576,Integration Issue,High,2023-04-30,7.5,0,3.1,0
TKT-044241,CUS-00745,Onboarding,Medium,2023-06-13,41.9,1,3.2,0
TKT-044242,CUS-08827,Reporting,High,2023-11-08,5.6,0,3.8,0
TKT-044243,CUS-01263,Onboarding,Medium,2024-08-26,21.7,0,4.6,0
TKT-044244,CUS-08215,Integration Issue,Medium,2022-10-11,47.6,1,3.0,0
TKT-044245,CUS-03254,Account Access,Medium,2024-07-03,24.8,1,2.5,1
TKT-044246,CUS-05102,Billing,Critical,2022-12-30,4.1,1,1.6,0
TKT-044247,CUS-06281,Technical Bug,Low,2022-06-03,147.6,1,2.1,1
TKT-044248,CUS-07124,Feature Request,High,2023-06-27,11.6,1,3.6,0
TKT-044249,CUS-04425,Performance,Critical,2023-02-22,2.4,0,4.2,0
TKT-044250,CUS-09365,Performance,High,2025-11-12,10.7,1,2.2,0
TKT-044251,CUS-07131,Reporting,Critical,2023-05-14,5.2,1,4.8,1
TKT-044252,CUS-04583,Account Access,Medium,2025-03-05,14.6,0,3.4,0
TKT-044253,CUS-07228,Technical Bug,Low,2022-07-31,227.6,1,2.6,0
TKT-044254,CUS-04502,Feature Request,Low,2023-05-27,90.7,1,1.0,1
TKT-044255,CUS-08642,Feature Request,High,2024-02-07,1.6,0,4.6,0
TKT-044256,CUS-07219,Account Access,Medium,2023-11-01,27.5,1,2.7,0
TKT-044257,CUS-00189,Reporting,Low,2022-06-02,69.3,0,3.9,0
TKT-044258,CUS-03859,Technical Bug,High,2022-12-21,9.0,1,2.8,1
TKT-044259,CUS-03060,Technical Bug,Medium,2023-08-20,22.6,0,5.0,0
TKT-044260,CUS-06734,Billing,Low,2022-10-18,66.5,0,3.6,0
TKT-044261,CUS-02328,Billing,Critical,2024-07-03,5.9,1,1.4,0
TKT-044262,CUS-03728,Integration Issue,High,2024-03-30,11.6,1,3.1,1
TKT-044263,CUS-08886,Account Access,Medium,2025-08-16,0.9,0,4.6,0
TKT-044264,CUS-06528,Integration Issue,High,2022-02-19,3.6,0,3.8,0
TKT-044265,CUS-07949,Integration Issue,Medium,2025-04-03,27.2,1,4.1,1
TKT-044266,CUS-01758,Account Access,Medium,2024-11-06,36.2,1,2.4,1
TKT-044267,CUS-01550,Account Access,Medium,2025-11-14,29.6,1,2.0,1
TKT-044268,CUS-00672,Billing,Medium,2025-08-18,37.3,1,3.9,0
TKT-044269,CUS-05356,Billing,Medium,2025-07-18,32.9,1,2.8,0
TKT-044270,CUS-07826,Onboarding,Low,2024-05-29,99.9,1,2.2,1
TKT-044271,CUS-09120,Billing,Critical,2024-09-29,3.0,0,4.4,0
TKT-044272,CUS-08674,Feature Request,Medium,2022-10-01,36.9,1,2.7,1
TKT-044273,CUS-08891,Performance,Medium,2022-10-09,34.5,1,3.3,0
TKT-044274,CUS-06816,Feature Request,Low,2022-10-04,73.4,1,2.1,1
TKT-044275,CUS-07885,Performance,High,2023-11-27,7.8,0,3.2,0
TKT-044276,CUS-06220,Reporting,Low,2024-02-16,27.0,0,5.0,0
TKT-044277,CUS-02505,Reporting,Critical,2022-08-25,7.7,1,3.4,0
TKT-044278,CUS-02838,Feature Request,Medium,2024-07-20,22.4,0,3.4,0
TKT-044279,CUS-05348,Reporting,Medium,2024-01-02,35.4,1,2.3,1
TKT-044280,CUS-06238,Reporting,Medium,2024-09-04,38.7,1,3.9,1
TKT-044281,CUS-06700,Technical Bug,Low,2024-02-16,19.1,0,5.0,0
TKT-044282,CUS-09293,Technical Bug,Medium,2025-04-15,25.3,1,2.0,0
TKT-044283,CUS-01507,Performance,Low,2022-10-18,19.2,0,4.3,0
TKT-044284,CUS-06636,Reporting,High,2022-11-17,8.0,0,4.9,0
TKT-044285,CUS-03978,Billing,High,2024-11-12,7.2,0,4.9,0
TKT-044286,CUS-09634,Billing,Medium,2025-04-26,26.5,1,1.9,1
TKT-044287,CUS-00135,Reporting,Low,2025-12-11,12.6,0,3.3,0
TKT-044288,CUS-04724,Performance,Medium,2025-03-23,42.3,1,1.7,0
TKT-044289,CUS-04581,Technical Bug,High,2024-12-12,10.6,1,2.7,1
TKT-044290,CUS-05439,Account Access,Low,2025-08-28,46.0,0,4.4,0
TKT-044291,CUS-02485,Billing,High,2025-06-09,1.9,0,3.8,0
TKT-044292,CUS-01307,Integration Issue,Medium,2023-12-24,28.8,1,2.9,0
TKT-044293,CUS-04716,Integration Issue,High,2023-03-22,13.3,1,2.4,1
TKT-044294,CUS-03064,Performance,Medium,2025-06-15,14.0,0,4.3,0
TKT-044295,CUS-09354,Performance,Low,2023-09-11,132.9,1,1.8,0
TKT-044296,CUS-04312,Feature Request,Medium,2022-01-28,28.8,1,1.6,1
TKT-044297,CUS-08575,Integration Issue,Medium,2025-08-19,37.8,1,2.7,0
TKT-044298,CUS-04382,Billing,Medium,2024-08-24,27.7,1,2.9,0
TKT-044299,CUS-08356,Integration Issue,High,2024-05-03,11.3,1,2.6,0
TKT-044300,CUS-04284,Technical Bug,Low,2025-04-27,81.9,1,2.9,0
TKT-044301,CUS-00262,Integration Issue,Medium,2024-08-19,13.6,0,3.9,0
TKT-044302,CUS-07702,Billing,Low,2023-06-15,44.1,0,4.7,0
TKT-044303,CUS-07186,Feature Request,Low,2024-01-18,4.6,0,4.2,0
TKT-044304,CUS-01718,Feature Request,Medium,2023-07-24,51.1,1,2.3,0
TKT-044305,CUS-07727,Account Access,Low,2023-11-11,68.6,0,4.1,0
TKT-044306,CUS-07930,Billing,Low,2023-05-14,153.6,1,2.2,0
TKT-044307,CUS-06152,Billing,High,2024-08-29,11.8,1,2.8,0
TKT-044308,CUS-00859,Integration Issue,Medium,2022-01-14,12.2,0,3.8,0
TKT-044309,CUS-05984,Technical Bug,High,2022-05-11,18.4,1,3.4,1
TKT-044310,CUS-01647,Integration Issue,Low,2024-05-13,45.6,0,3.8,0
TKT-044311,CUS-06674,Integration Issue,Low,2024-06-16,169.6,1,2.5,1
TKT-044312,CUS-07307,Integration Issue,Low,2025-05-20,138.9,1,1.8,1
TKT-044313,CUS-07911,Integration Issue,Medium,2023-07-18,28.1,1,3.1,1
TKT-044314,CUS-00401,Technical Bug,High,2024-07-02,1.1,0,4.7,0
TKT-044315,CUS-01887,Billing,High,2025-12-27,22.1,1,1.3,0
TKT-044316,CUS-05182,Account Access,Critical,2022-09-27,2.6,0,4.6,0
TKT-044317,CUS-09587,Technical Bug,Low,2023-12-27,121.9,1,4.2,1
TKT-044318,CUS-02942,Technical Bug,Medium,2023-10-20,37.6,1,2.8,0
TKT-044319,CUS-03993,Account Access,Medium,2025-12-12,19.7,0,4.1,0
TKT-044320,CUS-03698,Onboarding,High,2024-02-07,11.7,1,3.3,0
TKT-044321,CUS-04608,Technical Bug,Medium,2025-11-25,31.8,1,2.7,0
TKT-044322,CUS-06585,Account Access,Medium,2023-11-05,15.6,0,4.8,0
TKT-044323,CUS-07897,Billing,Medium,2023-03-16,38.8,1,2.7,1
TKT-044324,CUS-07818,Reporting,Medium,2022-07-08,15.2,0,3.2,0
TKT-044325,CUS-05844,Feature Request,Medium,2023-07-23,38.7,1,2.7,1
TKT-044326,CUS-06128,Billing,Medium,2024-02-18,25.9,1,1.1,0
TKT-044327,CUS-05517,Billing,Low,2025-05-25,95.0,1,4.3,1
TKT-044328,CUS-05482,Performance,High,2023-12-03,7.4,0,2.4,0
TKT-044329,CUS-08019,Technical Bug,Low,2025-09-05,16.6,0,3.9,0
TKT-044330,CUS-07105,Feature Request,Medium,2022-07-22,3.9,0,4.2,0
TKT-044331,CUS-09596,Integration Issue,Medium,2025-10-14,0.7,0,1.8,0
TKT-044332,CUS-08998,Feature Request,Medium,2024-07-12,40.6,1,3.1,0
TKT-044333,CUS-01269,Integration Issue,Medium,2025-01-01,21.0,0,4.1,0
TKT-044334,CUS-03180,Account Access,Medium,2025-01-22,13.4,0,3.4,0
TKT-044335,CUS-08055,Onboarding,Low,2023-07-29,114.0,1,1.8,0
TKT-044336,CUS-05365,Technical Bug,High,2025-04-27,3.8,0,4.4,0
TKT-044337,CUS-08146,Integration Issue,Low,2025-09-01,108.2,1,3.3,1
TKT-044338,CUS-02314,Billing,Medium,2023-02-23,27.5,1,3.5,0
TKT-044339,CUS-00872,Technical Bug,Low,2022-10-11,74.9,1,2.9,0
TKT-044340,CUS-06837,Reporting,High,2023-07-22,10.5,1,2.2,1
TKT-044341,CUS-04132,Onboarding,Medium,2024-06-22,33.8,1,1.6,0
TKT-044342,CUS-05354,Performance,Medium,2023-08-28,5.7,0,3.4,0
TKT-044343,CUS-03366,Integration Issue,Low,2022-08-19,45.4,0,5.0,0
TKT-044344,CUS-05438,Reporting,Medium,2022-12-13,27.4,1,3.0,0
TKT-044345,CUS-03546,Feature Request,Medium,2023-04-30,19.1,0,3.2,0
TKT-044346,CUS-09351,Performance,High,2023-03-02,5.3,0,4.4,0
TKT-044347,CUS-00262,Performance,Medium,2022-09-23,26.5,1,2.3,0
TKT-044348,CUS-04126,Performance,High,2024-11-29,10.4,1,2.9,1
TKT-044349,CUS-04769,Integration Issue,High,2023-08-25,7.1,0,3.0,0
TKT-044350,CUS-09565,Account Access,Medium,2023-01-10,17.1,0,4.1,0
TKT-044351,CUS-01623,Technical Bug,Low,2023-06-15,93.8,1,2.9,0
TKT-044352,CUS-03136,Account Access,Low,2023-09-13,94.6,1,3.0,1
TKT-044353,CUS-09081,Reporting,Critical,2022-10-03,2.2,0,3.4,0
TKT-044354,CUS-06805,Integration Issue,High,2024-05-24,16.3,1,3.7,1
TKT-044355,CUS-05945,Reporting,Critical,2024-04-08,4.0,0,4.0,0
TKT-044356,CUS-06234,Onboarding,Medium,2025-05-18,35.7,1,1.3,0
TKT-044357,CUS-05791,Feature Request,High,2024-08-25,2.0,0,3.7,0
TKT-044358,CUS-03803,Account Access,Low,2023-11-20,77.9,1,3.3,1
TKT-044359,CUS-00488,Account Access,Low,2023-03-21,132.4,1,3.3,0
TKT-044360,CUS-04957,Feature Request,High,2022-12-14,1.7,0,3.9,0
TKT-044361,CUS-01827,Feature Request,Medium,2025-02-03,47.4,1,2.7,1
TKT-044362,CUS-07503,Billing,Medium,2025-08-18,50.0,1,1.8,1
TKT-044363,CUS-01611,Reporting,Low,2022-05-27,98.5,1,2.8,1
TKT-044364,CUS-02319,Account Access,High,2024-12-23,7.6,0,4.4,0
TKT-044365,CUS-02082,Account Access,Critical,2025-01-09,7.8,1,3.4,1
TKT-044366,CUS-09462,Account Access,High,2025-10-10,14.2,1,2.5,0
TKT-044367,CUS-02370,Onboarding,Medium,2025-10-04,41.9,1,3.5,0
TKT-044368,CUS-05132,Feature Request,High,2023-01-21,10.9,1,2.1,0
TKT-044369,CUS-03286,Onboarding,Low,2025-11-12,197.3,1,1.0,1
TKT-044370,CUS-01027,Reporting,Medium,2024-04-21,32.3,1,3.9,1
TKT-044371,CUS-00550,Feature Request,Low,2023-08-06,148.5,1,2.6,0
TKT-044372,CUS-00183,Technical Bug,Medium,2022-04-17,34.5,1,1.7,0
TKT-044373,CUS-07411,Account Access,Medium,2023-07-06,18.6,0,3.0,0
TKT-044374,CUS-02933,Technical Bug,Critical,2023-02-18,6.4,1,3.4,1
TKT-044375,CUS-08100,Performance,Medium,2023-01-20,48.6,1,1.9,1
TKT-044376,CUS-06731,Technical Bug,Medium,2025-05-08,50.7,1,2.8,0
TKT-044377,CUS-03423,Integration Issue,Low,2023-08-21,117.1,1,3.4,1
TKT-044378,CUS-06895,Technical Bug,High,2022-03-30,23.0,1,3.1,0
TKT-044379,CUS-06518,Account Access,Medium,2024-01-29,24.4,1,4.3,1
TKT-044380,CUS-05121,Reporting,Critical,2024-02-06,3.6,0,3.9,0
TKT-044381,CUS-08174,Performance,High,2025-03-28,7.4,0,4.9,0
TKT-044382,CUS-09029,Feature Request,Medium,2025-10-27,36.0,1,3.1,0
TKT-044383,CUS-05334,Account Access,Medium,2022-04-01,13.0,0,4.4,0
TKT-044384,CUS-02666,Integration Issue,Medium,2025-06-06,36.7,1,2.9,0
TKT-044385,CUS-03506,Performance,Low,2022-12-04,47.9,0,3.5,0
TKT-044386,CUS-04354,Integration Issue,Medium,2023-06-12,30.2,1,5.0,1
TKT-044387,CUS-03266,Integration Issue,Low,2025-09-10,95.7,1,2.6,0
TKT-044388,CUS-03984,Performance,Medium,2022-08-08,42.6,1,3.1,0
TKT-044389,CUS-05814,Technical Bug,High,2025-09-12,12.5,1,3.3,1
TKT-044390,CUS-04006,Feature Request,Medium,2025-07-10,0.8,0,3.5,0
TKT-044391,CUS-02071,Billing,Medium,2023-05-10,35.3,1,2.7,0
TKT-044392,CUS-02094,Feature Request,Low,2022-08-22,87.3,1,3.1,1
TKT-044393,CUS-00760,Account Access,Medium,2025-05-11,36.0,1,2.2,1
TKT-044394,CUS-01496,Technical Bug,High,2025-09-18,6.5,0,4.1,0
TKT-044395,CUS-05466,Integration Issue,Low,2025-05-09,57.8,0,3.6,0
TKT-044396,CUS-05643,Integration Issue,Medium,2023-06-30,43.6,1,3.1,0
TKT-044397,CUS-00493,Technical Bug,Low,2023-10-21,123.2,1,3.3,1
TKT-044398,CUS-08564,Performance,Low,2024-12-06,84.5,1,1.1,0
TKT-044399,CUS-02129,Onboarding,Medium,2022-01-02,36.9,1,2.7,0
TKT-044400,CUS-00316,Reporting,Low,2024-05-05,130.9,1,3.0,1
TKT-044401,CUS-03202,Feature Request,High,2025-04-01,11.9,1,3.1,0
TKT-044402,CUS-02210,Integration Issue,Medium,2023-07-21,16.0,0,4.2,0
TKT-044403,CUS-08922,Performance,High,2024-11-30,11.4,1,3.3,0
TKT-044404,CUS-04090,Performance,Medium,2023-12-22,16.6,0,4.0,0
TKT-044405,CUS-02461,Account Access,Medium,2024-02-12,9.9,0,4.1,0
TKT-044406,CUS-06219,Feature Request,Low,2022-03-05,112.3,1,3.5,1
TKT-044407,CUS-07086,Integration Issue,Medium,2025-04-08,52.6,1,2.7,0
TKT-044408,CUS-05841,Technical Bug,Low,2022-05-25,48.6,0,3.5,0
TKT-044409,CUS-00323,Billing,Low,2025-03-01,156.0,1,2.7,0
TKT-044410,CUS-06773,Account Access,Medium,2024-01-16,25.1,1,2.2,0
TKT-044411,CUS-06292,Integration Issue,Medium,2023-06-25,48.2,1,1.6,0
TKT-044412,CUS-02923,Reporting,High,2022-09-01,7.2,0,4.7,0
TKT-044413,CUS-05443,Performance,Medium,2025-01-17,26.3,1,2.4,0
TKT-044414,CUS-03684,Billing,Critical,2023-12-13,7.1,1,2.5,0
TKT-044415,CUS-08720,Reporting,Critical,2022-07-13,3.5,0,4.3,0
TKT-044416,CUS-03286,Integration Issue,Medium,2023-04-08,44.1,1,4.3,0
TKT-044417,CUS-04731,Onboarding,Low,2025-12-26,131.3,1,1.0,0
TKT-044418,CUS-01140,Technical Bug,Medium,2025-01-02,11.1,0,5.0,0
TKT-044419,CUS-06239,Account Access,Medium,2024-09-13,6.8,0,3.1,0
TKT-044420,CUS-06417,Onboarding,Low,2022-11-24,87.5,1,2.2,1
TKT-044421,CUS-02516,Reporting,Medium,2022-09-03,25.8,1,2.5,0
TKT-044422,CUS-02254,Feature Request,Critical,2025-07-22,5.4,1,2.0,0
TKT-044423,CUS-02332,Performance,Medium,2024-03-05,53.5,1,2.3,0
TKT-044424,CUS-09940,Integration Issue,Medium,2023-02-14,18.0,0,4.3,0
TKT-044425,CUS-07980,Reporting,High,2024-07-30,7.3,0,3.8,0
TKT-044426,CUS-01953,Billing,High,2023-10-22,9.5,1,1.5,0
TKT-044427,CUS-02003,Integration Issue,Medium,2025-10-20,11.4,0,3.4,0
TKT-044428,CUS-02562,Onboarding,Low,2022-12-06,69.8,0,4.0,0
TKT-044429,CUS-08595,Reporting,Low,2023-10-11,30.3,0,3.3,0
TKT-044430,CUS-07544,Billing,Medium,2025-12-15,8.1,0,3.7,0
TKT-044431,CUS-05251,Onboarding,High,2024-05-29,3.6,0,5.0,0
TKT-044432,CUS-07549,Performance,Low,2022-05-22,25.2,0,4.6,0
TKT-044433,CUS-00519,Account Access,Medium,2023-01-18,16.6,0,3.3,0
TKT-044434,CUS-05642,Feature Request,Medium,2024-07-15,35.8,1,4.0,0
TKT-044435,CUS-01452,Reporting,Medium,2022-05-08,28.1,1,3.0,0
TKT-044436,CUS-07964,Technical Bug,Low,2025-04-05,84.9,1,2.1,1
TKT-044437,CUS-03806,Onboarding,Low,2025-04-29,0.7,0,4.8,0
TKT-044438,CUS-09759,Reporting,Low,2022-01-03,92.8,1,2.4,0
TKT-044439,CUS-08582,Feature Request,Low,2023-08-21,99.2,1,2.1,1
TKT-044440,CUS-03476,Performance,Medium,2024-08-11,42.7,1,1.8,0
TKT-044441,CUS-08459,Technical Bug,High,2025-04-29,6.9,0,4.3,0
TKT-044442,CUS-04004,Billing,Low,2022-03-25,75.5,1,2.8,0
TKT-044443,CUS-01635,Reporting,Low,2024-07-24,110.2,1,1.3,0
TKT-044444,CUS-01139,Account Access,High,2025-03-09,14.2,1,2.6,0
TKT-044445,CUS-08453,Account Access,Low,2023-09-19,36.9,0,4.0,0
TKT-044446,CUS-01419,Performance,Critical,2022-10-21,7.1,1,3.5,1
TKT-044447,CUS-00035,Billing,Low,2024-10-03,76.1,1,2.8,0
TKT-044448,CUS-06076,Technical Bug,Medium,2024-10-26,7.5,0,4.0,0
TKT-044449,CUS-03885,Integration Issue,Low,2024-08-29,113.6,1,4.0,0
TKT-044450,CUS-04135,Billing,Critical,2022-11-11,2.2,0,3.8,0
TKT-044451,CUS-05459,Technical Bug,Low,2024-11-17,54.1,0,3.5,0
TKT-044452,CUS-07525,Performance,High,2022-09-04,13.6,1,2.6,1
TKT-044453,CUS-09211,Onboarding,High,2023-04-16,10.3,1,3.0,0
TKT-044454,CUS-03159,Account Access,High,2024-04-21,0.8,0,3.9,0
TKT-044455,CUS-00349,Reporting,Critical,2023-07-27,3.9,0,3.1,0
TKT-044456,CUS-05879,Billing,Low,2024-11-21,77.6,1,2.3,0
TKT-044457,CUS-02764,Technical Bug,Critical,2025-08-27,1.5,0,4.2,0
TKT-044458,CUS-01115,Billing,Low,2022-06-22,80.7,1,1.7,0
TKT-044459,CUS-06044,Reporting,High,2024-01-04,8.7,1,2.4,1
TKT-044460,CUS-09309,Integration Issue,High,2022-06-05,5.8,0,2.4,0
TKT-044461,CUS-03910,Billing,Low,2023-06-13,32.9,0,4.8,0
TKT-044462,CUS-03672,Technical Bug,High,2025-01-31,16.6,1,2.3,0
TKT-044463,CUS-05172,Onboarding,Critical,2024-06-28,10.7,1,4.3,1
TKT-044464,CUS-03194,Performance,Medium,2023-04-24,13.2,0,4.4,0
TKT-044465,CUS-07740,Integration Issue,Medium,2023-01-27,35.7,1,2.8,0
TKT-044466,CUS-01496,Performance,Low,2022-09-20,96.2,1,4.5,0
TKT-044467,CUS-05772,Feature Request,Medium,2022-10-24,25.2,1,3.5,0
TKT-044468,CUS-05823,Feature Request,High,2024-06-12,11.2,1,2.7,0
TKT-044469,CUS-07491,Onboarding,Medium,2025-05-30,71.9,1,2.4,0
TKT-044470,CUS-05571,Account Access,Low,2024-09-27,35.6,0,3.7,0
TKT-044471,CUS-08025,Performance,Low,2023-08-23,117.5,1,2.7,0
TKT-044472,CUS-04839,Performance,Medium,2024-02-07,61.2,1,1.7,1
TKT-044473,CUS-02577,Account Access,Medium,2024-04-12,24.9,1,1.0,0
TKT-044474,CUS-04315,Feature Request,Medium,2024-03-22,54.5,1,1.0,1
TKT-044475,CUS-02794,Account Access,Critical,2023-06-03,1.1,0,4.3,0
TKT-044476,CUS-06869,Onboarding,Medium,2024-09-02,32.9,1,2.0,0
TKT-044477,CUS-03265,Billing,Medium,2024-08-17,42.1,1,1.0,1
TKT-044478,CUS-06675,Reporting,High,2022-01-14,19.9,1,1.9,1
TKT-044479,CUS-01078,Reporting,Medium,2022-11-05,9.9,0,4.2,0
TKT-044480,CUS-08591,Performance,Medium,2023-06-05,4.7,0,3.0,0
TKT-044481,CUS-09398,Feature Request,Low,2023-04-13,118.1,1,2.9,0
TKT-044482,CUS-08423,Technical Bug,High,2023-11-13,5.3,0,4.1,0
TKT-044483,CUS-01091,Billing,Low,2022-03-08,99.4,1,4.7,1
TKT-044484,CUS-09064,Technical Bug,Medium,2024-06-04,6.7,0,3.9,0
TKT-044485,CUS-07910,Performance,Medium,2024-04-11,10.8,0,4.1,0
TKT-044486,CUS-02047,Account Access,Low,2025-09-18,112.8,1,3.4,0
TKT-044487,CUS-06689,Onboarding,Low,2022-01-25,11.9,0,4.3,0
TKT-044488,CUS-00922,Integration Issue,Critical,2022-05-24,3.7,0,3.7,0
TKT-044489,CUS-01419,Integration Issue,High,2025-05-01,15.6,1,3.1,1
TKT-044490,CUS-00040,Technical Bug,Medium,2023-05-01,23.4,0,4.5,0
TKT-044491,CUS-09064,Account Access,Medium,2024-04-12,17.6,0,3.2,0
TKT-044492,CUS-02610,Reporting,High,2022-03-01,11.3,1,2.8,1
TKT-044493,CUS-00943,Onboarding,Medium,2022-12-06,11.9,0,4.4,0
TKT-044494,CUS-01655,Onboarding,Medium,2025-05-18,33.9,1,1.5,1
TKT-044495,CUS-02963,Onboarding,Medium,2022-04-10,48.6,1,3.8,0
TKT-044496,CUS-05726,Account Access,Low,2025-08-06,23.2,0,4.2,0
TKT-044497,CUS-01843,Account Access,Medium,2023-03-26,29.3,1,2.0,0
TKT-044498,CUS-01334,Reporting,High,2022-11-24,5.1,0,3.4,0
TKT-044499,CUS-03495,Account Access,Medium,2024-04-29,38.3,1,3.1,0
TKT-044500,CUS-04391,Integration Issue,Medium,2025-01-17,38.9,1,2.1,0
TKT-044501,CUS-05622,Feature Request,Critical,2023-04-15,3.3,0,4.0,0
TKT-044502,CUS-03586,Billing,Medium,2023-12-09,33.0,1,2.8,1
TKT-044503,CUS-07035,Reporting,Critical,2022-02-03,8.0,1,1.0,1
TKT-044504,CUS-00100,Billing,High,2023-10-19,2.6,0,3.9,0
TKT-044505,CUS-00676,Integration Issue,Low,2023-09-30,59.4,0,4.6,0
TKT-044506,CUS-03752,Integration Issue,Critical,2022-08-23,1.7,0,4.0,0
TKT-044507,CUS-07934,Integration Issue,Low,2023-11-15,5.7,0,3.6,0
TKT-044508,CUS-09452,Integration Issue,Medium,2023-03-09,17.7,0,4.2,0
TKT-044509,CUS-04366,Integration Issue,Medium,2022-10-25,23.7,0,3.6,0
TKT-044510,CUS-07793,Integration Issue,Critical,2022-07-30,2.9,0,4.6,0
TKT-044511,CUS-01646,Reporting,Low,2024-11-27,136.0,1,3.1,0
TKT-044512,CUS-06929,Billing,Critical,2023-10-12,7.0,1,3.5,0
TKT-044513,CUS-07962,Feature Request,Medium,2023-07-26,31.6,1,4.0,0
TKT-044514,CUS-00279,Onboarding,Medium,2023-07-07,56.2,1,2.6,1
TKT-044515,CUS-06698,Reporting,Medium,2024-11-08,29.9,1,3.8,0
TKT-044516,CUS-00973,Account Access,Low,2022-01-07,35.2,0,3.8,0
TKT-044517,CUS-09625,Feature Request,High,2022-05-24,5.9,0,3.7,0
TKT-044518,CUS-00751,Performance,Low,2024-03-30,118.0,1,2.1,1
TKT-044519,CUS-09751,Onboarding,Medium,2025-11-18,47.2,1,3.7,0
TKT-044520,CUS-04160,Account Access,Medium,2024-10-21,15.1,0,3.2,0
TKT-044521,CUS-06147,Reporting,Medium,2022-03-09,47.3,1,2.5,0
TKT-044522,CUS-07140,Feature Request,High,2022-10-17,14.0,1,2.7,0
TKT-044523,CUS-04498,Performance,Medium,2023-07-26,30.8,1,4.4,0
TKT-044524,CUS-01803,Integration Issue,Medium,2024-04-12,27.7,1,1.3,1
TKT-044525,CUS-01825,Performance,Medium,2022-02-04,10.0,0,3.9,0
TKT-044526,CUS-07042,Integration Issue,High,2022-01-10,8.6,1,2.9,0
TKT-044527,CUS-01434,Onboarding,Critical,2022-03-05,4.0,0,3.3,0
TKT-044528,CUS-08837,Technical Bug,High,2022-04-27,3.7,0,4.4,0
TKT-044529,CUS-02634,Account Access,Medium,2024-07-30,51.1,1,2.5,0
TKT-044530,CUS-01361,Integration Issue,High,2023-03-30,12.8,1,1.4,0
TKT-044531,CUS-00505,Feature Request,Low,2024-09-18,52.7,0,3.6,0
TKT-044532,CUS-09683,Onboarding,Low,2024-06-12,66.0,0,2.9,0
TKT-044533,CUS-06630,Onboarding,Low,2025-03-12,114.9,1,3.6,0
TKT-044534,CUS-04652,Account Access,Low,2023-09-23,167.4,1,2.6,0
TKT-044535,CUS-04173,Account Access,Medium,2022-06-11,9.3,0,4.6,0
TKT-044536,CUS-04143,Technical Bug,High,2022-12-28,3.9,0,4.3,0
TKT-044537,CUS-09435,Feature Request,Low,2025-08-08,149.3,1,2.1,1
TKT-044538,CUS-07553,Billing,High,2025-05-07,9.9,1,2.7,1
TKT-044539,CUS-09175,Billing,High,2024-05-27,14.3,1,3.7,1
TKT-044540,CUS-09026,Reporting,High,2023-02-27,11.5,1,2.1,1
TKT-044541,CUS-08269,Technical Bug,Low,2022-07-03,124.7,1,2.8,0
TKT-044542,CUS-00582,Account Access,Low,2023-04-07,67.9,0,5.0,0
TKT-044543,CUS-03161,Reporting,Medium,2023-04-18,34.1,1,2.1,0
TKT-044544,CUS-08981,Reporting,High,2023-09-16,13.8,1,2.7,0
TKT-044545,CUS-05099,Performance,Low,2025-05-06,105.3,1,2.2,1
TKT-044546,CUS-09231,Technical Bug,Medium,2023-01-27,33.6,1,3.4,0
TKT-044547,CUS-01589,Reporting,Medium,2023-08-04,46.7,1,2.8,0
TKT-044548,CUS-04408,Feature Request,Medium,2023-12-17,45.6,1,1.8,1
TKT-044549,CUS-01403,Feature Request,Medium,2022-02-18,43.7,1,2.6,1
TKT-044550,CUS-07303,Account Access,Medium,2022-02-13,53.3,1,2.8,0
TKT-044551,CUS-00842,Onboarding,Medium,2025-07-04,11.9,0,5.0,0
TKT-044552,CUS-00645,Performance,Medium,2022-06-04,48.3,1,3.6,1
TKT-044553,CUS-02664,Billing,High,2022-10-29,6.3,0,3.9,0
TKT-044554,CUS-03912,Integration Issue,Low,2023-07-12,78.1,1,2.9,1
